ensembl_transcript_id	transcript_version	target_id	ext_gene	description	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval
ENSGALT00010049680	1	ENSGALG00010020584	PARP9	poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol;Acc:HGNC:24118]	2	8.34019226040651	1.2880475906992457e-15	4.805932863414892e-13
ENSGALT00010039627	1	ENSGALG00010016449	FMR1	Fragile X messenger ribonucleoprotein 1 [Source:NCBI gene (formerly Entrezgene);Acc:422395]	5	23.208035780422094	1.4285711407537586e-15	5.177958140457766e-13
ENSGALT00010058604	1	ENSGALG00010024052	NA	NA	4	18.58653149463626	2.04149635666169e-15	7.194006327947279e-13
ENSGALT00010018503	1	ENSGALG00010007781	MBP	myelin basic protein [Source:NCBI gene (formerly Entrezgene);Acc:396217]	3	10.751993360967269	2.3803171044612815e-15	8.161271023566436e-13
ENSGALT00010031742	1	ENSGALG00010013220	CSTF1	cleavage stimulation factor subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:419331]	3	16.028812510025013	2.940753786519137e-15	9.565744239944044e-13
ENSGALT00010067983	1	ENSGALG00010028056	SLC25A25	solute carrier family 25 member 25 [Source:HGNC Symbol;Acc:HGNC:20663]	2	12.228426607990176	2.9364361697255146e-15	9.565744239944044e-13
ENSGALT00010040152	1	ENSGALG00010016655	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:29011]	3	19.148215370388332	3.5246734665878507e-15	1.090585551149597e-12
ENSGALT00010065818	1	ENSGALG00010027148	ELL	elongation factor for RNA polymerase II [Source:NCBI gene (formerly Entrezgene);Acc:420124]	3	15.722852175510884	3.4492458762726454e-15	1.090585551149597e-12
ENSGALT00010059587	1	ENSGALG00010024424	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1 [Source:NCBI gene (formerly Entrezgene);Acc:419125]	2	11.299888746173497	4.19195784745767e-15	1.2661708869725715e-12
ENSGALT00010060192	1	ENSGALG00010024658	CSF3	colony stimulating factor 3 [Source:NCBI gene (formerly Entrezgene);Acc:396216]	2	11.538041156148061	4.666470431852629e-15	1.3767172999647082e-12
ENSGALT00010040804	1	ENSGALG00010016907	SQSTM1	sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]	2	16.462704754571675	5.413033594953702e-15	1.5606760042177878e-12
ENSGALT00010011913	1	ENSGALG00010005057	FLVCR2	FLVCR choline and putative heme transporter 2 [Source:HGNC Symbol;Acc:HGNC:20105]	3	4.481429871301362	7.888679670999374e-15	2.2239064512510678e-12
ENSGALT00010056028	1	ENSGALG00010023005	IRF7	interferon regulatory factor 7 [Source:NCBI gene (formerly Entrezgene);Acc:396330]	2	8.87430598434262	9.254988598802916e-15	2.552364899226387e-12
ENSGALT00010002769	1	ENSGALG00010001198	IFRD1	interferon related developmental regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:395226]	3	17.607266819169176	9.525987705428353e-15	2.5712059581077465e-12
ENSGALT00010047418	1	ENSGALG00010019652	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b [Source:NCBI gene (formerly Entrezgene);Acc:373904]	2	12.194473636774358	1.7302062103467227e-14	4.572790830095526e-12
ENSGALT00010019138	1	ENSGALG00010008027	C6orf62	chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998]	2	13.763173405542556	1.848553856795185e-14	4.7858682096538204e-12
ENSGALT00010018723	1	ENSGALG00010007868	INHBA	inhibin beta A subunit [Source:NCBI gene (formerly Entrezgene);Acc:396361]	3	18.106247076234812	2.265838022401383e-14	5.748884230436789e-12
ENSGALT00010032134	1	ENSGALG00010013349	ETS2	ETS proto-onco 2, transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:396250]	2	12.483576018180724	2.5798071098360294e-14	6.417143724584288e-12
ENSGALT00010005401	1	ENSGALG00010002371	BAG3	BAG cochaperone 3 [Source:HGNC Symbol;Acc:HGNC:939]	3	17.177021740471275	3.312043948387525e-14	8.080113371008488e-12
ENSGALT00010039158	1	ENSGALG00010016289	IRF1	interferon regulatory factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:396384]	2	10.529745528332821	4.8483383850446773e-14	1.160490957597675e-11
ENSGALT00010050809	1	ENSGALG00010021014	FBXL15	F-box and leucine rich repeat protein 15 [Source:HGNC Symbol;Acc:HGNC:28155]	2	13.011194069281636	4.995100820600653e-14	1.1734786853729609e-11
ENSGALT00010039537	1	ENSGALG00010016410	TRAK1	trafficking kinesin protein 1 [Source:HGNC Symbol;Acc:HGNC:29947]	7	29.922807368567263	5.50822462609637e-14	1.2704970473937917e-11
ENSGALT00010058874	1	ENSGALG00010024144	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941]	7	44.052732260461426	6.469719269255293e-14	1.4656224758887973e-11
ENSGALT00010006272	1	ENSGALG00010002707	RELT	RELT TNF receptor [Source:HGNC Symbol;Acc:HGNC:13764]	3	15.060687151554427	7.764087733991094e-14	1.7279862630422985e-11
ENSGALT00010061561	1	ENSGALG00010025229	NA	NA	2	12.44913962418244	7.983908908338297e-14	1.7462735932962006e-11
ENSGALT00010005639	1	ENSGALG00010002448	RAB9A	RAB9A, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:418635]	5	22.608062873877575	8.183994625140127e-14	1.7596975561784348e-11
ENSGALT00010041339	1	ENSGALG00010017131	TLR3	toll like receptor 3 [Source:NCBI gene (formerly Entrezgene);Acc:422720]	2	6.289478482697068	8.670781631821656e-14	1.833292263021492e-11
ENSGALT00010056308	1	ENSGALG00010023107	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1 [Source:NCBI gene (formerly Entrezgene);Acc:426315]	3	14.557678377703692	9.182361872484754e-14	1.9096302084318292e-11
ENSGALT00010014748	1	ENSGALG00010006193	RBM17	RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]	2	11.604738615259178	1.0553916064091251e-13	2.1594674062751876e-11
ENSGALT00010005421	1	ENSGALG00010002373	POSTN	periostin [Source:NCBI gene (formerly Entrezgene);Acc:395429]	5	23.14242755246099	1.3016241123194348e-13	2.62101642680704e-11
ENSGALT00010016060	1	ENSGALG00010006715	IRF8	interferon regulatory factor 8 [Source:NCBI gene (formerly Entrezgene);Acc:396385]	2	8.789635194837603	1.6129456083915297e-13	3.1971606231335854e-11
ENSGALT00010067228	1	ENSGALG00010027734	CSF1	colony stimulating factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:100499189]	3	14.20931906792019	1.643639029708799e-13	3.2078776509055116e-11
ENSGALT00010062761	1	ENSGALG00010025720	PHETA1	PH domain containing endocytic trafficking adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26509]	4	19.152594701915703	1.8330715206195907e-13	3.523385653118201e-11
ENSGALT00010041910	1	ENSGALG00010017372	NA	NA	3	14.742124154219065	1.8823929485053544e-13	3.56418461861775e-11
ENSGALT00010017589	1	ENSGALG00010007382	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:395147]	2	10.772793811942789	2.085372540820029e-13	3.8904464783592486e-11
ENSGALT00010052283	1	ENSGALG00010021550	MAP2K3	mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843]	4	18.158841783163332	3.311308746006663e-13	6.088009094469642e-11
ENSGALT00010031430	1	ENSGALG00010013112	CD40	CD40 molecule [Source:NCBI gene (formerly Entrezgene);Acc:395385]	2	10.386805948126746	3.3737871262926417e-13	6.114266212021207e-11
ENSGALT00010060081	1	ENSGALG00010024622	PRMT8	protein arginine methyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:5188]	2	9.800122464610082	5.03946689195898e-13	8.909938955743566e-11
ENSGALT00010066715	1	ENSGALG00010027545	PPARD	peroxisome proliferator activated receptor delta [Source:NCBI gene (formerly Entrezgene);Acc:395479]	2	12.28946498922614	5.05687848662728e-13	8.909938955743566e-11
ENSGALT00010046088	1	ENSGALG00010019036	REL	REL proto-onco, NF-kB subunit [Source:NCBI gene (formerly Entrezgene);Acc:396500]	4	17.88128372088734	6.640589631558494e-13	1.1540071241911105e-10
ENSGALT00010007153	1	ENSGALG00010003072	ELF1	E74 like ETS transcription factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:418828]	3	14.260720502990416	7.364449073532971e-13	1.2625054182005305e-10
ENSGALT00010067615	1	ENSGALG00010027896	TOR4A	torsin family 4 member A [Source:HGNC Symbol;Acc:HGNC:25981]	2	8.068435784124883	7.77160096697177e-13	1.3145403982267184e-10
ENSGALT00010019658	1	ENSGALG00010008221	NA	NA	1	6.119578893825436	8.484910167136022e-13	1.4163101365827314e-10
ENSGALT00010068157	1	ENSGALG00010028127	MFSD12	major facilitator superfamily domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28299]	3	13.573693931420303	8.792387599942772e-13	1.4485744038035584e-10
ENSGALT00010033205	1	ENSGALG00010013833	TMPRSS2	transmembrane serine protease 2 [Source:HGNC Symbol;Acc:HGNC:11876]	2	3.022577603396024	9.77825673517604e-13	1.590345704390298e-10
ENSGALT00010010326	1	ENSGALG00010004425	CREM	cAMP responsive element modulator [Source:NCBI gene (formerly Entrezgene);Acc:378903]	3	11.537300811638815	1.2062484967467301e-12	1.937021320218863e-10
ENSGALT00010016487	1	ENSGALG00010006944	MAB21L2	mab-21 like 2 [Source:NCBI gene (formerly Entrezgene);Acc:374011]	4	23.056781201755282	1.2689432982283204e-12	1.9918343859249995e-10
ENSGALT00010046591	1	ENSGALG00010019269	SOCS1	suppressor of cytokine signaling 1 [Source:NCBI gene (formerly Entrezgene);Acc:416630]	3	15.171793226669406	1.2717845282983205e-12	1.9918343859249995e-10
ENSGALT00010024637	1	ENSGALG00010010312	NA	NA	3	8.144496537114783	1.3492147516875458e-12	2.0873339438912447e-10
ENSGALT00010019944	1	ENSGALG00010008334	STX17	syntaxin 17 [Source:NCBI gene (formerly Entrezgene);Acc:420995]	2	11.850046965316459	1.4029176789948035e-12	2.1442667079190455e-10
ENSGALT00010061308	1	ENSGALG00010025125	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:NCBI gene (formerly Entrezgene);Acc:424826]	2	11.322190157732887	1.5933252006386926e-12	2.4063004161074347e-10
ENSGALT00010051262	1	ENSGALG00010021162	WIPI2	WD repeat domain, phosphoinositide interacting 2 [Source:NCBI gene (formerly Entrezgene);Acc:416481]	2	13.135221057442267	1.9205702327375116e-12	2.86639458500095e-10
ENSGALT00010029705	1	ENSGALG00010012401	RIPK2	receptor interacting serine/threonine kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:420215]	2	12.001442257540198	2.2414233421099368e-12	3.268355921609961e-10
ENSGALT00010030517	1	ENSGALG00010012747	TOB2	transducer of ERBB2, 2 [Source:NCBI gene (formerly Entrezgene);Acc:417992]	6	22.81558553354045	2.2358254814271287e-12	3.268355921609961e-10
ENSGALT00010060146	1	ENSGALG00010024637	DUSP8	dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]	1	7.748888331104674	2.3284920100019354e-12	3.356732913509608e-10
ENSGALT00010069917	1	ENSGALG00010028900	TNC	tenascin C [Source:NCBI gene (formerly Entrezgene);Acc:396440]	6	34.27553797501837	2.3882497205972786e-12	3.4041950511794465e-10
ENSGALT00010066639	1	ENSGALG00010027510	RHOC	ras homolog family member C [Source:NCBI gene (formerly Entrezgene);Acc:395869]	2	11.74340898876111	2.5783542126673856e-12	3.6343335046553837e-10
ENSGALT00010005448	1	ENSGALG00010002380	CMPK2	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]	1	4.766187266662803	2.6683756876805583e-12	3.719891645485227e-10
ENSGALT00010058371	1	ENSGALG00010023972	NA	NA	2	5.938554219333611	2.7946584184077155e-12	3.853590945208726e-10
ENSGALT00010051275	1	ENSGALG00010021167	KIAA1671	KIAA1671 [Source:HGNC Symbol;Acc:HGNC:29345]	3	15.925020205186646	3.0732013623396334e-12	4.192111019638773e-10
ENSGALT00010050468	1	ENSGALG00010020880	PXK	PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326]	3	9.885599946737756	3.336969205443195e-12	4.50348844045238e-10
ENSGALT00010043547	1	ENSGALG00010018016	IFIT5	interferon induced protein with tetratricopeptide repeats 5 [Source:NCBI gene (formerly Entrezgene);Acc:423790]	1	6.468691382713358	3.6953693522347406e-12	4.934679537099992e-10
ENSGALT00010024423	1	ENSGALG00010010253	IL10RB	interleukin 10 receptor subunit beta [Source:NCBI gene (formerly Entrezgene);Acc:395663]	4	17.40005712568485	3.798306268776343e-12	5.019303471426739e-10
ENSGALT00010032694	1	ENSGALG00010013604	FYN	FYN proto-onco, Src family tyrosine kinase [Source:NCBI gene (formerly Entrezgene);Acc:396294]	6	26.971884164220317	4.2756831094840954e-12	5.534828155807677e-10
ENSGALT00010071925	1	ENSGALG00010029734	SEC14L1	SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]	5	16.289558308557144	4.250344512790161e-12	5.534828155807677e-10
ENSGALT00010007119	1	ENSGALG00010003052	NA	NA	2	11.293022731792842	4.4371963577837155e-12	5.685886161095375e-10
ENSGALT00010071290	1	ENSGALG00010029487	CDC42EP4	CDC42 effector protein 4 [Source:HGNC Symbol;Acc:HGNC:17147]	3	16.18579229376593	4.861594535826856e-12	6.16741882814995e-10
ENSGALT00010052230	1	ENSGALG00010021534	KIFC3	kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326]	5	24.23166005821725	5.117718352824775e-12	6.428056933062882e-10
ENSGALT00010054028	1	ENSGALG00010022207	NA	NA	1	7.2027351967986535	5.534727703606655e-12	6.883681926270003e-10
ENSGALT00010024552	1	ENSGALG00010010287	STAM2	signal transducing adaptor molecule 2 [Source:NCBI gene (formerly Entrezgene);Acc:424317]	2	12.429472707170751	5.695040257432148e-12	7.014299097648954e-10
ENSGALT00010019496	1	ENSGALG00010008166	RUNX2	runt related transcription factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:373919]	3	12.824638627971627	6.270987435693818e-12	7.649398712424208e-10
ENSGALT00010045459	1	ENSGALG00010018832	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22223]	2	10.599167955012108	7.51843364633682e-12	9.083699927374182e-10
ENSGALT00010042536	1	ENSGALG00010017595	CCNF	cyclin F [Source:HGNC Symbol;Acc:HGNC:1591]	2	11.672244434676067	8.511755461569801e-12	1.0186804696742878e-9
ENSGALT00010071893	1	ENSGALG00010029722	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:30615]	4	18.56073669952234	9.583731827713373e-12	1.1362544109006713e-9
ENSGALT00010040345	1	ENSGALG00010016738	NAA60	N-alpha-acetyltransferase 60, NatF catalytic subunit [Source:HGNC Symbol;Acc:HGNC:25875]	3	16.640246977849582	1.0046431404575669e-11	1.1800835999856197e-9
ENSGALT00010014352	1	ENSGALG00010006005	NA	NA	1	7.0890727599045835	1.1816642244333363e-11	1.3752837019414042e-9
ENSGALT00010031273	1	ENSGALG00010013037	MORC4	MORC family CW-type zinc finger 4 [Source:NCBI gene (formerly Entrezgene);Acc:418513]	4	18.830625304031727	1.3620004693498331e-11	1.5707579958338166e-9
ENSGALT00010011969	1	ENSGALG00010005082	NA	NA	2	10.143890112509663	1.3850263360750236e-11	1.5829228918421395e-9
ENSGALT00010027774	1	ENSGALG00010011622	BACH1	BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]	2	13.712464514578702	1.4618980348480387e-11	1.6558605776859122e-9
ENSGALT00010014640	1	ENSGALG00010006134	K123	endonuclease domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:395873]	2	12.665616898444116	1.72489005868501e-11	1.936456219865313e-9
ENSGALT00010049624	1	ENSGALG00010020548	CMTR1	cap methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21077]	1	7.035244181199184	1.795781081732272e-11	1.9983577897241758e-9
ENSGALT00010054004	1	ENSGALG00010022199	RBM39	RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923]	3	19.22869471031246	1.83275835618216e-11	2.0217715223066853e-9
ENSGALT00010042989	1	ENSGALG00010017791	CCNL2	cyclin L2 [Source:NCBI gene (formerly Entrezgene);Acc:395124]	3	17.85030458714536	1.915417419697377e-11	2.0947401195069762e-9
ENSGALT00010032644	1	ENSGALG00010013582	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]	3	20.19464854552301	1.955719071615483e-11	2.120534371155044e-9
ENSGALT00010072256	1	ENSGALG00010029881	NA	NA	2	9.128151921301654	2.6619066335123476e-11	2.8617752163336984e-9
ENSGALT00010062258	1	ENSGALG00010025513	RSRC2	arginine and serine rich coiled-coil 2 [Source:NCBI gene (formerly Entrezgene);Acc:416864]	3	13.117534728076066	2.7714471485086787e-11	2.9545023971412688e-9
ENSGALT00010013858	1	ENSGALG00010005814	UPF2	UPF2 regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:17854]	3	15.947315445495336	3.196077698982509e-11	3.3787868074410094e-9
ENSGALT00010020605	1	ENSGALG00010008688	HBEGF	heparin binding EGF like growth factor [Source:NCBI gene (formerly Entrezgene);Acc:395654]	1	5.088810449655537	3.3305147250300216e-11	3.491810727415773e-9
ENSGALT00010065785	1	ENSGALG00010027135	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:NCBI gene (formerly Entrezgene);Acc:420435]	5	20.54846586737934	3.871136572516805e-11	4.025347422864605e-9
ENSGALT00010029317	1	ENSGALG00010012229	FSBP	fibrinogen silencer binding protein [Source:HGNC Symbol;Acc:HGNC:43653]	2	8.924339891953538	4.0443499398198286e-11	4.137630914238254e-9
ENSGALT00010047137	1	ENSGALG00010019529	SNAP23	synaptosome associated protein 23 [Source:NCBI gene (formerly Entrezgene);Acc:423235]	3	12.852348691755497	4.0245126645907995e-11	4.137630914238254e-9
ENSGALT00010029199	1	ENSGALG00010012171	CDH17	cadherin 17 [Source:NCBI gene (formerly Entrezgene);Acc:420225]	1	4.565791916693364	4.3992064873559425e-11	4.441570721529913e-9
ENSGALT00010050958	1	ENSGALG00010021062	MYO9A	myosin IXA [Source:HGNC Symbol;Acc:HGNC:7608]	5	24.73785420770229	4.4114607513224735e-11	4.441570721529913e-9
ENSGALT00010054330	1	ENSGALG00010022334	PDE1A	phosphodiesterase 1A [Source:HGNC Symbol;Acc:HGNC:8774]	3	12.483220099400755	4.556352347864965e-11	4.5513295972452715e-9
ENSGALT00010032188	1	ENSGALG00010013372	SPRY4	sprouty RTK signaling antagonist 4 [Source:NCBI gene (formerly Entrezgene);Acc:427643]	3	14.751714686787544	4.6136595046534914e-11	4.572569099690171e-9
ENSGALT00010031775	1	ENSGALG00010013230	NA	NA	1	5.859916807646716	4.7217556574830475e-11	4.607707097756149e-9
ENSGALT00010058433	1	ENSGALG00010023999	DGCR14	DiGeorge syndrome critical region 14 [Source:NCBI gene (formerly Entrezgene);Acc:416925]	2	9.995525377507395	4.720780684684867e-11	4.607707097756149e-9
ENSGALT00010060550	1	ENSGALG00010024803	CLK1	CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]	2	10.712729692010406	4.787158934357397e-11	4.635870094752514e-9
ENSGALT00010027090	1	ENSGALG00010011329	PCDHGC5	protocadherin gamma subfamily C, 5 [Source:NCBI gene (formerly Entrezgene);Acc:427617]	4	26.91491496019821	5.01581515276065e-11	4.784257972024181e-9
ENSGALT00010055610	1	ENSGALG00010022860	MOB3C	MOB kinase activator 3C [Source:HGNC Symbol;Acc:HGNC:29800]	1	6.435587590972282	5.0082270919245034e-11	4.784257972024181e-9
ENSGALT00010035493	1	ENSGALG00010014767	LRRC15	leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818]	3	14.01434846828501	6.464033786457562e-11	6.0742764900000464e-9
ENSGALT00010066969	1	ENSGALG00010027634	OASL	2'-5'-oligoadenylate synthetase like [Source:NCBI gene (formerly Entrezgene);Acc:395908]	1	4.370300141152474	6.459221083875852e-11	6.0742764900000464e-9
ENSGALT00010038095	1	ENSGALG00010015820	NA	NA	2	6.506604750847768	7.899091980959728e-11	7.3682265345922875e-9
ENSGALT00010066614	1	ENSGALG00010027499	MOV10	Mov10 RISC complex RNA helicase [Source:NCBI gene (formerly Entrezgene);Acc:419872]	1	6.112894489855365	7.995753945406347e-11	7.403951427111308e-9
